DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP
1,X BACK ST,39.1142477015104,-84.516217530139,OVER-THE-RHINE,3154,159021580,1,"CINCINNATI, OH 45212",BLACK,MALE,15,NONFATAL,08/12/2015 12:00:00 AM,AUG,215000,21,WED,159021580,08/12/2015 09:50:00 PM,DISTRICT 1,45202
1,16XX HAMER ST,39.1157901855883,-84.5163147680078,OVER-THE-RHINE,1440,11102348,1,"CINC, OH 45211",BLACK,MALE,32,NONFATAL,06/12/2011 12:00:00 AM,JUN,010000,1,SUN,11102348,06/12/2011 01:00:00 AM,DISTRICT 1,45202
5,1XX CRAFT ST,39.1789773758302,-84.5117153734514,WINTON HILLS,377,50807073,1,,BLACK,MALE,43,FATAL,11/13/2008 12:00:00 AM,NOV,,N/A,THU,50807073,11/13/2008 12:00:00 AM,DISTRICT 5,45232
4,30XX ALMS PL,39.1334380781239,-84.4846588374716,WALNUT HILLS,2226,139013216,3,"CINC, OH 45206",BLACK,FEMALE,31,NONFATAL,05/27/2013 12:00:00 AM,MAY,215000,21,MON,139013216,05/27/2013 09:50:00 PM,DISTRICT 4,45206
3,32XX BOWLING GREEN,39.14300297628,-84.5533051913405,MILLVALE,2830,149030253,1,"CINTI, OH 45211",BLACK,MALE,30,NONFATAL,11/26/2014 12:00:00 AM,NOV,181800,18,WED,149030253,11/26/2014 06:18:00 PM,DISTRICT 3,45225
2,15XX RUTH AV,39.1393805951607,-84.4763280831417,EVANSTON,3775,179000097,1,,BLACK,MALE,27,FATAL,01/01/2017 12:00:00 AM,JAN,214200,21,SUN,179000097,01/01/2017 09:42:00 PM,DISTRICT 2,
4,6XX RIDGEWAY AV,39.1376555273634,-84.4944715051512,AVONDALE,216,40805163,1,,WHITE,MALE,45,NONFATAL,07/20/2008 12:00:00 AM,JUL,,N/A,SUN,40805163,07/20/2008 12:00:00 AM,DISTRICT 4,45229
3,9XX ENRIGHT AV,39.1080667857937,-84.5731188330503,EAST PRICE HILL,1371,31103277,2,"CINC, OH 45205",BLACK,MALE,26,FATAL,04/23/2011 12:00:00 AM,APR,020800,2,SAT,31103277,04/23/2011 02:08:00 AM,DISTRICT 3,45205
5,49XX WINNESTE AV,39.1805676667699,-84.5114519377902,WINTON HILLS,958,51002397,1,,BLACK,FEMALE,19,NONFATAL,05/04/2010 12:00:00 AM,MAY,,N/A,TUE,51002397,05/04/2010 12:00:00 AM,DISTRICT 5,45232
5,7XX DUTCH COLONY DR,39.1911247602,-84.5154460076487,WINTON HILLS,3482,169012681,1,"CINCINNATI, OH 45211",BLACK,MALE,17,NONFATAL,05/27/2016 12:00:00 AM,MAY,214500,21,FRI,169012681,05/27/2016 09:45:00 PM,DISTRICT 5,
3,34XX BEEKMAN ST,39.150420588524,-84.5513571998357,MILLVALE,530,30903291,8,,BLACK,FEMALE,38,NONFATAL,04/18/2009 12:00:00 AM,APR,,N/A,SAT,30903291,04/18/2009 12:00:00 AM,DISTRICT 3,45223
3,21XX STORRS ST,39.1026401557109,-84.5504540620272,LOWER PRICE HILL,1857,129017037,3,"CINCINNATI, OH 45204",WHITE,MALE,27,FATAL,06/24/2012 12:00:00 AM,JUN,222500,22,SUN,129017037,06/24/2012 10:25:00 PM,DISTRICT 3,45204
4,36XX READING RD,39.1492795142815,-84.487134934075,NORTH AVONDALE,632,40904835,1,,BLACK,MALE,18,FATAL,07/10/2009 12:00:00 AM,JUL,,N/A,FRI,40904835,07/10/2009 12:00:00 AM,DISTRICT 4,45229
3,26XX MONTANA AV,39.1553635011971,-84.5840593222654,WESTWOOD,3510,169014638,2,"CINCINNATI, OH 45211",BLACK,MALE,17,FATAL,06/16/2016 12:00:00 AM,JUN,031300,3,THU,169014638,06/16/2016 03:13:00 AM,DISTRICT 3,
4,2XX SHEEHAN AV,39.2154252841942,-84.4663696151175,HARTWELL,2575,149007999,1,"CINC, OH 45216",BLACK,MALE,19,NONFATAL,04/13/2014 12:00:00 AM,APR,131000,13,SUN,149007999,04/13/2014 01:10:00 PM,DISTRICT 4,45216
1,14XX LINN ST,39.1112247794901,-84.5275454426479,WEST END,3321,159033007,1,"CINCINNATI, OH 45207",BLACK,FEMALE,17,NONFATAL,12/08/2015 12:00:00 AM,DEC,213900,21,TUE,159033007,12/08/2015 09:39:00 PM,DISTRICT 1,
5,1XX CRAFT ST,39.1791027126108,-84.5104867404306,WINTON HILLS,766,50906696,1,,BLACK,MALE,18,NONFATAL,11/07/2009 12:00:00 AM,NOV,,N/A,SAT,50906696,11/07/2009 12:00:00 AM,DISTRICT 5,45232
3,21XX QUEEN CITY AV,39.1275705635555,-84.57476453668,SOUTH FAIRMOUNT,1376,31103369,1,"CINC, OH 45205",BLACK,MALE,34,NONFATAL,04/28/2011 12:00:00 AM,APR,015500,1,THU,31103369,04/28/2011 01:55:00 AM,DISTRICT 3,45214
5,56XX WINTON RD,39.1924852489299,-84.524002648899,WINTON HILLS,340,50806422,2,,BLACK,MALE,24,NONFATAL,10/18/2008 12:00:00 AM,OCT,,N/A,SAT,50806422,10/18/2008 12:00:00 AM,DISTRICT 5,45232
1,13XX VINE ST,39.10943996393,-84.5151659584818,OVER-THE-RHINE,1350,11101381,1,"CINC., OH 45207",BLACK,MALE,24,FATAL,04/08/2011 12:00:00 AM,APR,201000,20,FRI,11101381,04/08/2011 08:10:00 PM,DISTRICT 1,45202
5,1XX CRAFT ST,39.1786013428226,-84.5118086934956,WINTON HILLS,3416,169006745,1,"CINCINNATI, OH 45232",BLACK,MALE,29,NONFATAL,03/23/2016 12:00:00 AM,MAR,231500,23,WED,169006745,03/23/2016 11:15:00 PM,DISTRICT 5,
4,33XX MILTON CT,39.1393698823018,-84.4905653013366,AVONDALE,2373,139024671,2,"CINC, OH 45223",BLACK,MALE,29,NONFATAL,09/09/2013 12:00:00 AM,SEP,220000,22,MON,139024671,09/09/2013 10:00:00 PM,DISTRICT 4,45229
1,15XX ELM ST,39.1113881963019,-84.5186748114002,OVER-THE-RHINE,3757,169033356,1,,BLACK,MALE,44,NONFATAL,12/21/2016 12:00:00 AM,DEC,222000,22,WED,169033356,12/21/2016 10:20:00 PM,DISTRICT 1,
4,77XX READING RD,39.2003324347947,-84.4562287986223,ROSELAWN,2588,149009555,1,"CINC, OH 45237",BLACK,MALE,48,NONFATAL,04/25/2014 12:00:00 AM,APR,163000,16,FRI,149009555,04/25/2014 04:30:00 PM,DISTRICT 4,45237
3,26XX WENDEE DR,39.1274479458291,-84.5927025370489,WESTWOOD,512,30902800,1,,BLACK,MALE,16,NONFATAL,04/03/2009 12:00:00 AM,APR,,N/A,FRI,30902800,04/03/2009 12:00:00 AM,DISTRICT 3,45238
4,20XX AUBURN AV,39.1192941412582,-84.5088323958358,MOUNT AUBURN,104,40802794,1,,BLACK,MALE,23,NONFATAL,04/27/2008 12:00:00 AM,APR,,N/A,SUN,40802794,04/27/2008 12:00:00 AM,DISTRICT 4,45219
5,25XX FLANIGAN CT,39.2049420186295,-84.5759620423692,MOUNT AIRY,292,50805730,1,,BLACK,MALE,23,NONFATAL,09/19/2008 12:00:00 AM,SEP,,N/A,FRI,50805730,09/19/2008 12:00:00 AM,DISTRICT 5,45239
3,31XX BRACKEN WOODS LN,39.1447502561582,-84.5837178167518,WESTWOOD,3589,169018808,1,"CINCINNATI, OH 45238",BLACK,MALE,36,NONFATAL,07/26/2016 12:00:00 AM,JUL,194000,19,TUE,169018808,07/26/2016 07:40:00 PM,DISTRICT 3,
4,X LINCOLN TE,39.1377277624398,-84.4850757892443,WALNUT HILLS,1683,41108162,1,"CINC, OH 45224",BLACK,MALE,53,NONFATAL,12/23/2011 12:00:00 AM,DEC,002400,0,FRI,41108162,12/23/2011 12:24:00 AM,DISTRICT 4,45206
1,13XX WALNUT ST,39.1095180466482,-84.5127057933727,OVER-THE-RHINE,372,10805612,1,,BLACK,MALE,19,NONFATAL,11/08/2008 12:00:00 AM,NOV,,N/A,SAT,10805612,11/08/2008 12:00:00 AM,DISTRICT 1,45202
5,59XX KENNETH AV,39.1995020919068,-84.5395912030245,COLLEGE HILL,1167,51006203S2,2,"CINC, OH 45224",WHITE,MALE,25,NONFATAL,10/09/2010 12:00:00 AM,OCT,,N/A,SAT,51006203S2,10/09/2010 12:00:00 AM,DISTRICT 5,45224
4,28XX READING RD,39.1311795543474,-84.4988504954584,AVONDALE,33,40800994,1,,BLACK,MALE,20,NONFATAL,02/13/2008 12:00:00 AM,FEB,,N/A,WED,40800994,02/13/2008 12:00:00 AM,DISTRICT 4,45206
2,25XX HACKBERRY ST,39.1246993183251,-84.474525888201,EVANSTON,3397,169005063,1,"CINCINNATI, OH 45227",BLACK,MALE,53,NONFATAL,03/05/2016 12:00:00 AM,MAR,000100,0,SAT,169005063,03/05/2016 12:01:00 AM,DISTRICT 2,
5,46XX N EDGEWOOD AV,39.1732132018067,-84.5160820476781,SPRING GROVE VILLAGE,2862,149032931,2,"CINCINNATI, OH 45239",BLACK,MALE,18,NONFATAL,12/28/2014 12:00:00 AM,DEC,135000,13,SUN,149032931,12/28/2014 01:50:00 PM,DISTRICT 5,45232
4,36XX READING RD,39.1483387063451,-84.4882448683932,NORTH AVONDALE,1296,41100788,1,"CINC, OH 45206",BLACK,MALE,32,NONFATAL,02/08/2011 12:00:00 AM,FEB,091300,9,TUE,41100788,02/08/2011 09:13:00 AM,DISTRICT 4,45229
5,15XX CEDAR AV,39.1975363984126,-84.5452380316771,COLLEGE HILL,1665,51106852,1,"CIN, OH 45224",BLACK,MALE,27,NONFATAL,12/05/2011 12:00:00 AM,DEC,180500,18,MON,51106852,12/05/2011 06:05:00 PM,DISTRICT 5,45224
3,23XX NOTTINGHAM RD,39.1571382396014,-84.5583725328047,FAYE APARTMENTS,544,30903841,1,,BLACK,MALE,31,NONFATAL,05/04/2009 12:00:00 AM,MAY,,N/A,MON,30903841,05/04/2009 12:00:00 AM,DISTRICT 3,45225
3,10XX WOODLAWN,39.1098777105338,-84.5671615289585,EAST PRICE HILL,2437,139029237,3,"CINCINNATI, OH 45205",BLACK,MALE,29,NONFATAL,10/25/2013 12:00:00 AM,OCT,111000,11,FRI,139029237,10/25/2013 11:10:00 AM,DISTRICT 3,45205
3,31XX MCHENRY AV,39.1444466732149,-84.5768878572496,WESTWOOD,956,31003696,1,"CINC, OH 45211",BLACK,MALE,29,NONFATAL,04/28/2010 12:00:00 AM,APR,,N/A,WED,31003696,04/28/2010 12:00:00 AM,DISTRICT 3,45211
3,27XX THOMASVILLE CT,39.1286320039059,-84.5914386138307,WESTWOOD,3613,169021390,1,,BLACK,MALE,33,NONFATAL,08/21/2016 12:00:00 AM,AUG,034000,3,SUN,169021390,08/21/2016 03:40:00 AM,DISTRICT 3,
4,31XX READING RD,39.1362328149476,-84.4972419573935,AVONDALE,2440,139029373,1,"DAYTON, OH 45406",BLACK,MALE,55,NONFATAL,10/27/2013 12:00:00 AM,OCT,022000,2,SUN,139029373,10/27/2013 02:20:00 AM,DISTRICT 4,45229
5,24XX W NORTH BEND RD,39.1942228721425,-84.5658565888429,COLLEGE HILL,1818,129012358,1,"CINC, OH 45224",BLACK,FEMALE,7,NONFATAL,05/10/2012 12:00:00 AM,MAY,181600,18,THU,129012358,05/10/2012 06:16:00 PM,DISTRICT 5,45239
3,18XX CARLL ST,39.1357806529965,-84.5561426909705,NORTH FAIRMOUNT,2062,129037457,1,"CINC, OH 45214",BLACK,MALE,35,NONFATAL,12/30/2012 12:00:00 AM,DEC,,N/A,SUN,129037457,12/30/2012 12:00:00 AM,DISTRICT 3,45225
5,54XX BETTMAN DR,39.1891658943996,-84.5111158280796,WINTON HILLS,3025,159012656,1,"CINCINNATI, OH 45233",BLACK,MALE,21,NONFATAL,05/20/2015 12:00:00 AM,MAY,000100,0,WED,159012656,05/20/2015 12:01:00 AM,DISTRICT 5,45232
1,19XX ELM ST,39.1173158110287,-84.5205420013129,OVER-THE-RHINE,14,10800152,1,,BLACK,MALE,21,NONFATAL,01/12/2008 12:00:00 AM,JAN,,N/A,SAT,10800152,01/12/2008 12:00:00 AM,DISTRICT 1,45202
1,8XX YORK ST,39.1178526541715,-84.5288885958536,WEST END,321,10805064,1,,BLACK,MALE,34,NONFATAL,10/07/2008 12:00:00 AM,OCT,,N/A,TUE,10805064,10/07/2008 12:00:00 AM,DISTRICT 1,45214
1,8XX W LIBERTY ST,39.1137729258018,-84.528204472294,WEST END,1139,11004322,1,"CINC, OH 45211",BLACK,MALE,45,NONFATAL,09/22/2010 12:00:00 AM,SEP,,N/A,WED,11004322,09/22/2010 12:00:00 AM,DISTRICT 1,45214
3,16XX TREMONT ST,39.1269208774518,-84.5514973394192,SOUTH FAIRMOUNT,3811,179003453,1,,BLACK,MALE,27,NONFATAL,02/06/2017 12:00:00 AM,FEB,080000,8,MON,179003453,02/06/2017 08:00:00 AM,DISTRICT 3,
3,12XX DEWEY AV,39.1151283204289,-84.5813307767507,WEST PRICE HILL,1382,31103544,1,"CINC, OH 45211",BLACK,MALE,23,NONFATAL,05/02/2011 12:00:00 AM,MAY,233500,23,MON,31103544,05/02/2011 11:35:00 PM,DISTRICT 3,45205
4,22XX BURNET AV,39.1208703170416,-84.5018447162472,MOUNT AUBURN,3794,179001789,2,,BLACK,MALE,39,NONFATAL,01/18/2017 12:00:00 AM,JAN,173100,17,WED,179001789,01/18/2017 05:31:00 PM,DISTRICT 4,
4,71XX VINE ST,39.1957672862543,-84.4800526785569,CARTHAGE,3066,159015346,2,"CINC, OH 45216",BLACK,FEMALE,19,NONFATAL,06/16/2015 12:00:00 AM,JUN,021200,2,TUE,159015346,06/16/2015 02:12:00 AM,DISTRICT 4,45216
3,32XX MOOSEWOOD AV,39.14461387423,-84.5531728360483,MILLVALE,2188,139010387,1,"CINC, OH 45223",BLACK,MALE,43,NONFATAL,05/01/2013 12:00:00 AM,MAY,132100,13,WED,139010387,05/01/2013 01:21:00 PM,DISTRICT 3,45225
4,23XX READING RD,39.1231168789556,-84.5014508146935,MOUNT AUBURN,3012,159012014,1,"CINCINNATI, OH 45240",BLACK,MALE,45,NONFATAL,05/13/2015 12:00:00 AM,MAY,215500,21,WED,159012014,05/13/2015 09:55:00 PM,DISTRICT 4,45206
1,5XX GENESSEE ST,39.1100778601081,-84.5242571043057,WEST END,178,10803091,1,,BLACK,MALE,30,NONFATAL,06/27/2008 12:00:00 AM,JUN,,N/A,FRI,10803091,06/27/2008 12:00:00 AM,DISTRICT 1,45214
4,49XX OBERLIN BV,39.1756459605374,-84.4747273697879,BOND HILL,1366,41102318,1,"CINC, OH 45237",BLACK,MALE,18,NONFATAL,04/20/2011 12:00:00 AM,APR,000100,0,WED,41102318,04/20/2011 12:01:00 AM,DISTRICT 4,45237
3,24XX MONTANA AV,39.1579900677833,-84.5750296392012,WESTWOOD,1000,31005224,1,,BLACK,MALE,24,NONFATAL,06/07/2010 12:00:00 AM,JUN,,N/A,MON,31005224,06/07/2010 12:00:00 AM,DISTRICT 3,45211
3,8XX WELLS ST,39.1057697375839,-84.5691464901855,EAST PRICE HILL,32,30801211,1,,BLACK,MALE,21,NONFATAL,02/11/2008 12:00:00 AM,FEB,,N/A,MON,30801211,02/11/2008 12:00:00 AM,DISTRICT 3,45205
4,76XX READING RD,39.2000073654521,-84.4580266288011,ROSELAWN,2125,139005391,1,"CINC, OH 45229",BLACK,MALE,28,NONFATAL,03/07/2013 12:00:00 AM,MAR,202400,20,THU,139005391,03/07/2013 08:24:00 PM,DISTRICT 4,45237
3,32XX MOOSEWOOD AV,39.1426511427074,-84.5518091443103,MILLVALE,545,30903776,1,,BLACK,MALE,35,NONFATAL,05/04/2009 12:00:00 AM,MAY,,N/A,MON,30903776,05/04/2009 12:00:00 AM,DISTRICT 3,45225
3,10XX ROSS AV,39.1139193186914,-84.5756659985103,EAST PRICE HILL,908,31002360,3,,BLACK,MALE,18,NONFATAL,03/24/2010 12:00:00 AM,MAR,,N/A,WED,31002360,03/24/2010 12:00:00 AM,DISTRICT 3,45205
1,5XX E THIRTEENTH ST,39.1105182947509,-84.5057552545698,PENDLETON,463,10900519,1,,BLACK,MALE,24,NONFATAL,02/11/2009 12:00:00 AM,FEB,,N/A,WED,10900519,02/11/2009 12:00:00 AM,DISTRICT 1,45202
2,57XX MONTGOMERY RD,39.1781076138063,-84.4373640667037,PLEASANT RIDGE,3443,169009440,1,"CINCINNATI, OH 45212",WHITE,MALE,31,NONFATAL,04/22/2016 12:00:00 AM,APR,011000,1,FRI,169009440,04/22/2016 01:10:00 AM,DISTRICT 2,
4,22XX FULTON AV,39.1221035531663,-84.4926567129249,WALNUT HILLS,3391,169004736,1,"CINCINNATI, OH 45205",BLACK,MALE,31,NONFATAL,02/29/2016 12:00:00 AM,FEB,210500,21,MON,169004736,02/29/2016 09:05:00 PM,DISTRICT 4,
