DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP
5,45XX KIRBY AV,39.1705225678776,-84.5465244323327,NORTHSIDE,274,50805327,1,,BLACK,MALE,19,NONFATAL,09/04/2008 12:00:00 AM,SEP,,N/A,THU,50805327,09/04/2008 12:00:00 AM,DISTRICT 5,45223
5,33XX CENTRAL PY,39.1436135763755,-84.5357134978363,CLIFTON,1252,51007714,2,"CINC, OH 45225",BLACK,MALE,28,NONFATAL,12/23/2010 12:00:00 AM,DEC,,N/A,THU,51007714,12/23/2010 12:00:00 AM,DISTRICT 5,45225
1,6XX W COURT ST,39.1061772953048,-84.5228370241469,WEST END,2344,139021488,1,"CINC, OH 45203",BLACK,MALE,23,NONFATAL,08/11/2013 12:00:00 AM,AUG,233000,23,SUN,139021488,08/11/2013 11:30:00 PM,DISTRICT 1,45203
3,20XX WESTWOOD NORTHERN BV,39.1441388660744,-84.5598959043478,ENGLISH WOODS,1053,31007313,1,"CINC, OH 45230",WHITE,MALE,30,NONFATAL,07/25/2010 12:00:00 AM,JUL,,N/A,SUN,31007313,07/25/2010 12:00:00 AM,DISTRICT 3,45225
3,35XX MCHENRY AV,39.1498314590556,-84.5644146575913,EAST WESTWOOD,3420,169006992,1,"CINCINNATI, OH 45215",BLACK,MALE,27,NONFATAL,03/26/2016 12:00:00 AM,MAR,160000,16,SAT,169006992,03/26/2016 04:00:00 PM,DISTRICT 3,
2,58XX BRAMBLE AV,39.1525862301201,-84.3946035198679,MADISONVILLE,222,20803607,2,,BLACK,MALE,20,NONFATAL,07/24/2008 12:00:00 AM,JUL,,N/A,THU,20803607,07/24/2008 12:00:00 AM,DISTRICT 2,45227
5,4XX KINGS RUN DR,39.176537523439,-84.5106019243638,WINTON HILLS,3492,169013411,1,"CINCINNATI, OH 45217",BLACK,MALE,20,NONFATAL,06/05/2016 12:00:00 AM,JUN,015500,1,SUN,169013411,06/05/2016 01:55:00 AM,DISTRICT 5,
1,20XX COLERAIN AV,39.1186838312136,-84.5333630954156,WEST END,1948,129025034,1,"CINC, OH 45250",BLACK,MALE,30,NONFATAL,09/03/2012 12:00:00 AM,SEP,044300,4,MON,129025034,09/03/2012 04:43:00 AM,DISTRICT 1,45214
4,XX FOREST AV,39.1472002103611,-84.5079741642668,AVONDALE,2283,139016876,1,"CINC, OH 45220",BLACK,MALE,18,NONFATAL,06/30/2013 12:00:00 AM,JUN,150000,15,SUN,139016876,06/30/2013 03:00:00 PM,DISTRICT 4,45220
3,25XX FERGUSON RD,39.1335397995384,-84.5995160199932,WESTWOOD,96,30803605,1,,BLACK,MALE,20,FATAL,04/23/2008 12:00:00 AM,APR,,N/A,WED,30803605,04/23/2008 12:00:00 AM,DISTRICT 3,45238
5,54XX KIRBY ST,39.1913377232347,-84.567495491027,MOUNT AIRY,2601,149010040,1,,BLACK,MALE,22,NONFATAL,05/04/2014 12:00:00 AM,MAY,003300,0,SUN,149010040,05/04/2014 12:33:00 AM,DISTRICT 5,45223
4,XX W SIXTY FIFTH ST,39.1905779547303,-84.4855238031188,CARTHAGE,1381,41102615,1,"CINC, OH 45216",WHITE,MALE,21,NONFATAL,05/02/2011 12:00:00 AM,MAY,030000,3,MON,41102615,05/02/2011 03:00:00 AM,DISTRICT 4,45216
3,21XX STORRS ST,39.1040101557109,-84.5507940620272,LOWER PRICE HILL,1856,129017037,3,"CINCINNATI, OH",BLACK,MALE,31,NONFATAL,06/24/2012 12:00:00 AM,JUN,222500,22,SUN,129017037,06/24/2012 10:25:00 PM,DISTRICT 3,45204
3,27XX BAKER AV,39.1354256921714,-84.5689932907325,SOUTH FAIRMOUNT,2175,139009180,2,,BLACK,MALE,113,NONFATAL,04/21/2013 12:00:00 AM,APR,152500,15,SUN,139009180,04/21/2013 03:25:00 PM,DISTRICT 3,45211
4,35XX BURNET AV,39.145455763186,-84.5003965394915,AVONDALE,101,40802737,1,,BLACK,MALE,22,NONFATAL,04/25/2008 12:00:00 AM,APR,,N/A,FRI,40802737,04/25/2008 12:00:00 AM,DISTRICT 4,45229
4,26XX STANTON AV,39.1296012795225,-84.4925981466249,WALNUT HILLS,3142,159020525,2,"CINC, OH 45232",BLACK,MALE,19,NONFATAL,08/02/2015 12:00:00 AM,AUG,180000,18,SUN,159020525,08/02/2015 06:00:00 PM,DISTRICT 4,45206
1,XX W FIFTEENTH ST,39.1119181657259,-84.5175926741067,OVER-THE-RHINE,192,10803275,1,,BLACK,MALE,22,NONFATAL,07/07/2008 12:00:00 AM,JUL,,N/A,MON,10803275,07/07/2008 12:00:00 AM,DISTRICT 1,45202
3,36XX W EIGHTH ST,39.1065897308174,-84.5723764633135,EAST PRICE HILL,2134,139006060,3,"CINC, OH 45205",BLACK,MALE,21,NONFATAL,03/17/2013 12:00:00 AM,MAR,014100,1,SUN,139006060,03/17/2013 01:41:00 AM,DISTRICT 3,45205
4,DX,37.7966783903993,-89.3156736578326,,2594,149009877,1,"CINC, OH 45205",BLACK,MALE,28,NONFATAL,05/01/2014 12:00:00 AM,MAY,143000,14,THU,149009877,05/01/2014 02:30:00 PM,DISTRICT 4,45052
1,9XX CENTRAL AV,39.104837900666,-84.5205000727869,WEST END,3684,169026519,2,"CINCINNATI, OH 45203",BLACK,FEMALE,20,NONFATAL,10/10/2016 12:00:00 AM,OCT,220600,22,MON,169026519,10/10/2016 10:06:00 PM,DISTRICT 1,
5,49XX WINNESTE AV,39.1805172212615,-84.5117739390591,WINTON HILLS,1062,51004703,1,"CINC, OH 45232",BLACK,MALE,18,FATAL,08/05/2010 12:00:00 AM,AUG,,N/A,THU,51004703,08/05/2010 12:00:00 AM,DISTRICT 5,45232
5,8XX GWINNETT RD,39.1912679498189,-84.520179182963,WINTON HILLS,3236,159027472,1,"CINCINNATI, OH 45229",BLACK,MALE,42,NONFATAL,10/05/2015 12:00:00 AM,OCT,202500,20,MON,159027472,10/05/2015 08:25:00 PM,DISTRICT 5,
5,XX TOP RIDGE PL,39.1819539710959,-84.5108101234289,WINTON HILLS,2891,159003115,1,"CINTI, OH 45232",BLACK,MALE,30,NONFATAL,02/05/2015 12:00:00 AM,FEB,225000,22,THU,159003115,02/05/2015 10:50:00 PM,DISTRICT 5,45232
5,XX KINGS RUN CT,39.1773241068145,-84.5090303541866,WINTON HILLS,3336,159034136,1,"CINCINNATI, OH 45229",BLACK,MALE,26,NONFATAL,12/21/2015 12:00:00 AM,DEC,185200,18,MON,159034136,12/21/2015 06:52:00 PM,DISTRICT 5,
4,24XX CONCORD ST,39.1244260930261,-84.4933946862565,WALNUT HILLS,391,40809100,1,,BLACK,MALE,19,NONFATAL,12/05/2008 12:00:00 AM,DEC,,N/A,FRI,40809100,12/05/2008 12:00:00 AM,DISTRICT 4,45206
1,13XX MAIN ST,39.1104152703875,-84.5108815189262,OVER-THE-RHINE,1028,11002649,1,,BLACK,MALE,16,NONFATAL,06/27/2010 12:00:00 AM,JUN,,N/A,SUN,11002649,06/27/2010 12:00:00 AM,DISTRICT 1,45202
5,53XX HOLLAND DR,39.1864406011076,-84.51216776431,WINTON HILLS,1226,51007236,1,"CINC, OH 45224",BLACK,MALE,26,NONFATAL,11/28/2010 12:00:00 AM,NOV,,N/A,SUN,51007236,11/28/2010 12:00:00 AM,DISTRICT 5,45232
3,15XX QUEEN CITY AV,39.1261727543053,-84.5484021840523,SOUTH FAIRMOUNT,2045,129035599,1,"CINC, OH 45214",WHITE,MALE,50,NONFATAL,12/09/2012 12:00:00 AM,DEC,204100,20,SUN,129035599,12/09/2012 08:41:00 PM,DISTRICT 3,45214
4,34XX READING RD,39.1422468199837,-84.4916440732686,AVONDALE,2613,149011011,1,"BURLINGTON, KY 41005",WHITE,MALE,24,NONFATAL,05/13/2014 12:00:00 AM,MAY,214500,21,TUE,149011011,05/13/2014 09:45:00 PM,DISTRICT 4,45229
3,23XX NOTTINGHAM RD,39.1563949862022,-84.5599960146926,FAYE APARTMENTS,1885,129019357,1,"CINC, OH 45230",BLACK,MALE,42,NONFATAL,07/14/2012 12:00:00 AM,JUL,020000,2,SAT,129019357,07/14/2012 02:00:00 AM,DISTRICT 3,45225
4,77XX READING RD,39.2023912354666,-84.4550403023611,ROSELAWN,1404,41103047,3,"DOTHAN, AL 36301",BLACK,MALE,27,NONFATAL,05/21/2011 12:00:00 AM,MAY,012100,1,SAT,41103047,05/21/2011 01:21:00 AM,DISTRICT 4,45237
3,26XX HARRISON AV,39.1420253492794,-84.5882656853839,WESTWOOD,2922,159006616,1,"CINTI, OH 45225",BLACK,MALE,31,NONFATAL,03/21/2015 12:00:00 AM,MAR,005300,0,SAT,159006616,03/21/2015 12:53:00 AM,DISTRICT 3,45211
3,25XX NOTTINGHAM RD,39.1582566618464,-84.5607062437617,FAYE APARTMENTS,963,31004197,1,,BLACK,MALE,36,NONFATAL,05/12/2010 12:00:00 AM,MAY,,N/A,WED,31004197,05/12/2010 12:00:00 AM,DISTRICT 3,45225
5,49XX WINNESTE AV,39.1812712979256,-84.5117354547497,WINTON HILLS,3082,159016239,1,"CINCINNATI, OH 45211",BLACK,MALE,20,NONFATAL,06/24/2015 12:00:00 AM,JUN,111500,11,WED,159016239,06/24/2015 11:15:00 AM,DISTRICT 5,45232
4,30XX WALTER AV,39.1343659311714,-84.4879875945295,WALNUT HILLS,1759,129006978,1,"CINC, OH 45206",BLACK,MALE,21,NONFATAL,03/19/2012 12:00:00 AM,MAR,042000,4,MON,129006978,03/19/2012 04:20:00 AM,DISTRICT 4,45206
3,12XX ILIFF AV,39.114682610647,-84.5801635582877,WEST PRICE HILL,1636,31109783,1,"CINC, OH 45205",BLACK,MALE,32,NONFATAL,11/06/2011 12:00:00 AM,NOV,150000,15,SUN,31109783,11/06/2011 03:00:00 PM,DISTRICT 3,45205
4,6XX FOREST AV,39.1463303368707,-84.4933545932419,AVONDALE,3458,169010792,1,"CINCINNATI, OH 45227",BLACK,MALE,19,NONFATAL,05/07/2016 12:00:00 AM,MAY,195500,19,SAT,169010792,05/07/2016 07:55:00 PM,DISTRICT 4,
4,8XX HUTCHINS AV,39.1442163071834,-84.4880334906869,AVONDALE,2986,159010690,1,"CINC, OH 45212",BLACK,MALE,39,NONFATAL,04/30/2015 12:00:00 AM,APR,191000,19,THU,159010690,04/30/2015 07:10:00 PM,DISTRICT 4,45229
3,8XX STATE AV,39.1044279702585,-84.5540721021919,LOWER PRICE HILL,73,30802842,1,,WHITE,MALE,33,NONFATAL,04/07/2008 12:00:00 AM,APR,,N/A,MON,30802842,04/07/2008 12:00:00 AM,DISTRICT 3,45204
4,50XX PADDOCK RD,39.1777738083998,-84.4767806656549,BOND HILL,3699,169027735,1,,BLACK,MALE,36,NONFATAL,10/23/2016 12:00:00 AM,OCT,180000,18,SUN,169027735,10/23/2016 06:00:00 PM,DISTRICT 4,
4,23XX VINE ST,39.123485198235,-84.5149389651769,MOUNT AUBURN,3329,159033708,1,"CINCINNATI, OH 45231",BLACK,MALE,26,NONFATAL,12/16/2015 12:00:00 AM,DEC,181000,18,WED,159033708,12/16/2015 06:10:00 PM,DISTRICT 4,
1,9XX YORK ST,39.1167237251502,-84.5290563905725,WEST END,549,10901835,1,,BLACK,MALE,20,NONFATAL,05/05/2009 12:00:00 AM,MAY,,N/A,TUE,10901835,05/05/2009 12:00:00 AM,DISTRICT 1,45214
3,39XX YEARLING CT,39.1547478483934,-84.576460711659,WESTWOOD,970,31004417,1,,BLACK,MALE,23,NONFATAL,05/18/2010 12:00:00 AM,MAY,,N/A,TUE,31004417,05/18/2010 12:00:00 AM,DISTRICT 3,45211
4,22XX ST JAMES AV,39.1220112985698,-84.4902371175061,WALNUT HILLS,1721,129002002,1,"CINC, OH 45206",BLACK,MALE,38,NONFATAL,01/21/2012 12:00:00 AM,JAN,214000,21,SAT,129002002,01/21/2012 09:40:00 PM,DISTRICT 4,45206
4,DX,37.7953383903993,-89.3172036578326,,2942,159007809,1,"CINC, OH 45237",BLACK,MALE,23,NONFATAL,04/01/2015 12:00:00 AM,APR,220000,22,WED,159007809,04/01/2015 10:00:00 PM,DISTRICT 4,45052
3,18XX SUNSET AV,39.1244410580038,-84.5819666642229,WEST PRICE HILL,3393,169004829,1,"CINCINNATI, OH 45238",BLACK,FEMALE,25,NONFATAL,03/01/2016 12:00:00 AM,MAR,233000,23,TUE,169004829,03/01/2016 11:30:00 PM,DISTRICT 3,
4,25XX PARK AV,39.1262494766491,-84.4872224350104,WALNUT HILLS,2076,139000849,2,"CINC, OH 45206",BLACK,MALE,23,NONFATAL,01/11/2013 12:00:00 AM,JAN,133000,13,FRI,139000849,01/11/2013 01:30:00 PM,DISTRICT 4,45206
5,XX KINGS RUN COURT,39.1770944880781,-84.5098598327219,WINTON HILLS,1314,51101132,1,"CINC, OH 45226",BLACK,MALE,16,NONFATAL,03/05/2011 12:00:00 AM,MAR,171000,17,SAT,51101132,03/05/2011 05:10:00 PM,DISTRICT 5,45232
3,17XX WEBER ST,39.1547299204939,-84.5491005047939,SOUTH CUMMINSVILLE,598,30905218,1,,BLACK,MALE,28,NONFATAL,06/12/2009 12:00:00 AM,JUN,,N/A,FRI,30905218,06/12/2009 12:00:00 AM,DISTRICT 3,45223
1,12XX BROADWAY ST,39.1096560065239,-84.5079368985379,PENDLETON,1568,11103751,2,"CINC, OH 45225",BLACK,MALE,17,NONFATAL,09/13/2011 12:00:00 AM,SEP,020500,2,TUE,11103751,09/13/2011 02:05:00 AM,DISTRICT 1,45202
1,12XX RACE ST,39.1080837468302,-84.5159294247735,OVER-THE-RHINE,619,10902914,1,,BLACK,MALE,38,NONFATAL,07/03/2009 12:00:00 AM,JUL,,N/A,FRI,10902914,07/03/2009 12:00:00 AM,DISTRICT 1,45202
1,15XX VINE ST,39.1127666864394,-84.5158591582602,OVER-THE-RHINE,3720,169028745,1,,BLACK,MALE,36,NONFATAL,11/02/2016 12:00:00 AM,NOV,212700,21,WED,169028745,11/02/2016 09:27:00 PM,DISTRICT 1,
C,10XX MAIN ST,39.1065059108012,-84.51060470525,CBD/RIVERFRONT,2412,139027245,2,"CINCINNATI, OH 45211",BLACK,MALE,22,NONFATAL,10/05/2013 12:00:00 AM,OCT,033000,3,SAT,139027245,10/05/2013 03:30:00 AM,CENTRAL BUSINESS SECTION,45202
2,25XX HACKBERRY ST,39.1258602661244,-84.4753245334592,EAST WALNUT HILLS,2790,149026447,2,0,WHITE,MALE,38,NONFATAL,10/15/2014 12:00:00 AM,OCT,170000,17,WED,149026447,10/15/2014 05:00:00 PM,DISTRICT 2,45206
5,59XX KENNETH AV,39.1982801226453,-84.5403345386974,COLLEGE HILL,668,50904644,1,,BLACK,MALE,20,NONFATAL,08/05/2009 12:00:00 AM,AUG,,N/A,WED,50904644,08/05/2009 12:00:00 AM,DISTRICT 5,45224
3,34XX BROADWELL AV,39.1484832392073,-84.6122106869596,WESTWOOD,2491,139034917,1,"CINCINNATI, OH 45211",BLACK,MALE,21,NONFATAL,12/30/2013 12:00:00 AM,DEC,233600,23,MON,139034917,12/30/2013 11:36:00 PM,DISTRICT 3,45211
3,17XX WEBER ST,39.1559770010206,-84.5484178915765,SOUTH CUMMINSVILLE,1110,31008959,2,"CINC, OH 45215",BLACK,MALE,22,FATAL,09/07/2010 12:00:00 AM,SEP,,N/A,TUE,31008959,09/07/2010 12:00:00 AM,DISTRICT 3,45223
3,12XX HENKEL DR,39.1166398408561,-84.5749535181066,WEST PRICE HILL,2716,149020185,1,"CINCINNATI, OH 45223",BLACK,MALE,21,NONFATAL,08/15/2014 12:00:00 AM,AUG,215000,21,FRI,149020185,08/15/2014 09:50:00 PM,DISTRICT 3,45205
1,1XX GREEN ST,39.1132901333412,-84.5184622505843,OVER-THE-RHINE,836,11000008S1,1,,BLACK,MALE,37,NONFATAL,01/04/2010 12:00:00 AM,JAN,,N/A,MON,11000008S1,01/04/2010 12:00:00 AM,DISTRICT 1,45202
1,4XX E THIRTEENTH ST,39.1103406100425,-84.5082863076861,PENDLETON,724,10904344,1,,BLACK,MALE,34,NONFATAL,09/18/2009 12:00:00 AM,SEP,,N/A,FRI,10904344,09/18/2009 12:00:00 AM,DISTRICT 1,45202
3,26XX LEHMAN RD,39.1141498036706,-84.5534110494677,EAST PRICE HILL,3766,169034000,1,,BLACK,MALE,21,NONFATAL,12/28/2016 12:00:00 AM,DEC,120000,12,WED,169034000,12/28/2016 12:00:00 PM,DISTRICT 3,
4,7XX RIDGEWAY AV,39.1392656592205,-84.4922569651925,AVONDALE,769,40907866,1,,BLACK,FEMALE,27,FATAL,11/11/2009 12:00:00 AM,NOV,,N/A,WED,40907866,11/11/2009 12:00:00 AM,DISTRICT 4,45229
1,13XX WALNUT ST,39.108899293868,-84.5140768036141,OVER-THE-RHINE,1521,11103108,1,"CINC, OH 45255",BLACK,MALE,23,NONFATAL,08/01/2011 12:00:00 AM,AUG,003300,0,MON,11103108,08/01/2011 12:33:00 AM,DISTRICT 1,45202
5,2XX CRAFT ST,39.1796355558178,-84.5126662062398,WINTON HILLS,3622,169021999,1,,BLACK,FEMALE,31,NONFATAL,08/27/2016 12:00:00 AM,AUG,135000,13,SAT,169021999,08/27/2016 01:50:00 PM,DISTRICT 5,
3,19XX WESTWOOD NORTHERN BV,39.1437504131187,-84.5589595926453,ENGLISH WOODS,1958,129026259,1,"CINC, OH 45225",BLACK,MALE,22,FATAL,09/12/2012 12:00:00 AM,SEP,191000,19,WED,129026259,09/12/2012 07:10:00 PM,DISTRICT 3,45225
3,17XX QUEEN CITY AV,39.126596425944,-84.5545801549078,SOUTH FAIRMOUNT,2551,149005165,1,,BLACK,MALE,27,NONFATAL,03/10/2014 12:00:00 AM,MAR,180100,18,MON,149005165,03/10/2014 06:01:00 PM,DISTRICT 3,45214
4,13XX CALIFORNIA AV,39.1764201709944,-84.4764652584452,BOND HILL,1184,41006799,1,"CINC, OH 45211",BLACK,MALE,41,FATAL,10/24/2010 12:00:00 AM,OCT,,N/A,SUN,41006799,10/24/2010 12:00:00 AM,DISTRICT 4,45237
3,21XX ST LEO PL,39.1364542350307,-84.5690404965488,SOUTH FAIRMOUNT,815,30911986,1,,BLACK,MALE,33,NONFATAL,12/15/2009 12:00:00 AM,DEC,,N/A,TUE,30911986,12/15/2009 12:00:00 AM,DISTRICT 3,45211
3,29XX WEST TOWER AV,39.1314686200841,-84.6009412291153,WESTWOOD,3514,169014687,1,"CINCINNATI, OH 45238",BLACK,MALE,26,NONFATAL,06/18/2016 12:00:00 AM,JUN,014500,1,SAT,169014687,06/18/2016 01:45:00 AM,DISTRICT 3,
3,18XX WESTWOOD AV,39.124913636835,-84.5606749788069,SOUTH FAIRMOUNT,34,30801304,1,,BLACK,MALE,18,FATAL,02/14/2008 12:00:00 AM,FEB,,N/A,THU,30801304,02/14/2008 12:00:00 AM,DISTRICT 3,45214
1,18XX VINE ST,39.1166856126869,-84.5168954702962,OVER-THE-RHINE,3031,159013030,1,"CINC, OH 45227",BLACK,MALE,27,NONFATAL,05/23/2015 12:00:00 AM,MAY,234200,23,SAT,159013030,05/23/2015 11:42:00 PM,DISTRICT 1,45202
3,32XX MOOSEWOOD AV,39.1436166521618,-84.5513388569738,MILLVALE,147,30805166,1,,BLACK,FEMALE,39,FATAL,06/06/2008 12:00:00 AM,JUN,,N/A,FRI,30805166,06/06/2008 12:00:00 AM,DISTRICT 3,45225
3,23XX MONTANA AV,39.1567454415955,-84.5732044564095,WESTWOOD,3072,159015785,2,"LAS VEGAS, NV 89148",BLACK,MALE,44,NONFATAL,06/20/2015 12:00:00 AM,JUN,005000,0,SAT,159015785,06/20/2015 12:50:00 AM,DISTRICT 3,45211
5,48XX HAWAIIAN TE,39.1833799846665,-84.562629845365,MOUNT AIRY,3050,159014489,1,"CINCINNATI, OH 45224",BLACK,MALE,32,NONFATAL,06/07/2015 12:00:00 AM,JUN,190600,19,SUN,159014489,06/07/2015 07:06:00 PM,DISTRICT 5,45223
1,13XX VINE ST,39.1095009176066,-84.515919858911,OVER-THE-RHINE,1394,11101924,1,0,WHITE,MALE,54,NONFATAL,05/11/2011 12:00:00 AM,MAY,050000,5,WED,11101924,05/11/2011 05:00:00 AM,DISTRICT 1,45202
5,48XX WINNESTE AV,39.1784595685907,-84.5108786429898,WINTON HILLS,680,50904921,1,,BLACK,MALE,20,NONFATAL,08/17/2009 12:00:00 AM,AUG,,N/A,MON,50904921,08/17/2009 12:00:00 AM,DISTRICT 5,45232
5,55XX COLERAIN AV,39.1922421333593,-84.5717187644286,MOUNT AIRY,2317,139018905,3,"CINC, OH 45239",BLACK,MALE,40,NONFATAL,07/20/2013 12:00:00 AM,JUL,093000,9,SAT,139018905,07/20/2013 09:30:00 AM,DISTRICT 5,45239
4,10XX LINCOLN AV,39.1322883017009,-84.4873386113251,WALNUT HILLS,245,40805618,1,,BLACK,MALE,25,NONFATAL,08/05/2008 12:00:00 AM,AUG,,N/A,TUE,40805618,08/05/2008 12:00:00 AM,DISTRICT 4,45206
4,76XX READING RD,39.2001996563863,-84.4576482006327,ROSELAWN,3347,169000077,1,"CINCINNATI, OH 45237",BLACK,MALE,50,NONFATAL,01/01/2016 12:00:00 AM,JAN,221500,22,FRI,169000077,01/01/2016 10:15:00 PM,DISTRICT 4,
1,19XX CENTRAL AV,39.1190977548404,-84.524973981066,WEST END,1216,11005222,1,"CINC., OH 45219",BLACK,MALE,26,FATAL,11/13/2010 12:00:00 AM,NOV,,N/A,SAT,11005222,11/13/2010 12:00:00 AM,DISTRICT 1,45214
4,6XX ROCKDALE AV,39.1447010029055,-84.4945566800361,AVONDALE,3651,169023630,1,,BLACK,MALE,20,NONFATAL,09/11/2016 12:00:00 AM,SEP,233500,23,SUN,169023630,09/11/2016 11:35:00 PM,DISTRICT 4,
4,71XX EASTLAWN DR,39.1911162208246,-84.4569910365124,ROSELAWN,2030,129034051,1,"CINC, OH 45237",BLACK,MALE,37,NONFATAL,11/20/2012 12:00:00 AM,NOV,143000,14,TUE,129034051,11/20/2012 02:30:00 PM,DISTRICT 4,45237
4,31XX READING RD,39.1361064003831,-84.4971023167549,AVONDALE,3004,159011510,3,"CINCINNATI, OH 45237",BLACK,MALE,29,NONFATAL,05/09/2015 12:00:00 AM,MAY,012500,1,SAT,159011510,05/09/2015 01:25:00 AM,DISTRICT 4,45229
2,15XX DIXMOUNT AV,39.1379111509919,-84.4771364730874,EVANSTON,2254,139014637,1,"CINC, OH 45229",BLACK,MALE,25,NONFATAL,06/12/2013 12:00:00 AM,JUN,003000,0,WED,139014637,06/12/2013 12:30:00 AM,DISTRICT 2,45207
3,17XX DENHAM ST,39.1353601602681,-84.5530062763914,NORTH FAIRMOUNT,1399,31103991,1,"CINC, OH 45225",BLACK,MALE,25,NONFATAL,05/16/2011 12:00:00 AM,MAY,203000,20,MON,31103991,05/16/2011 08:30:00 PM,DISTRICT 3,45225
1,12XX LINN ST,39.1088636077969,-84.5283488829783,WEST END,3742,169031609,1,,BLACK,MALE,24,NONFATAL,12/03/2016 12:00:00 AM,DEC,023500,2,SAT,169031609,12/03/2016 02:35:00 AM,DISTRICT 1,
1,1XX E 13TH ST,39.1101881161466,-84.512974226769,OVER-THE-RHINE,1905,129021628,1,"CINC, OH 45206",BLACK,MALE,19,NONFATAL,08/02/2012 12:00:00 AM,AUG,223700,22,THU,129021628,08/02/2012 10:37:00 PM,DISTRICT 1,45202
1,S I75 AT 1-5 MM,39.1114285233042,-84.5316826950579,WEST END,3183,159023538,3,"CINCINNATI, OH 45239",BLACK,MALE,25,NONFATAL,08/30/2015 12:00:00 AM,AUG,234500,23,SUN,159023538,08/30/2015 11:45:00 PM,DISTRICT 1,45214
3,26XX LAFEUILLE CR,39.1350343181213,-84.588772863222,WESTWOOD,12,30800395,1,,WHITE,FEMALE,37,NONFATAL,01/11/2008 12:00:00 AM,JAN,,N/A,FRI,30800395,01/11/2008 12:00:00 AM,DISTRICT 3,45211
1,18XX VINE ST,39.1160327283952,-84.5162251170733,OVER-THE-RHINE,1976,129028292,1,"CINC, OH 45219",BLACK,MALE,23,NONFATAL,09/29/2012 12:00:00 AM,SEP,223100,22,SAT,129028292,09/29/2012 10:31:00 PM,DISTRICT 1,45202
3,30XX BRACKEN WOODS LN,39.1429520689054,-84.582871798884,WESTWOOD,1895,129020093,1,"CINTI, OH 45211",BLACK,MALE,19,NONFATAL,07/22/2012 12:00:00 AM,JUL,213700,21,SUN,129020093,07/22/2012 09:37:00 PM,DISTRICT 3,45211
5,46XX KIRBY AV,39.1742326710104,-84.5477077229801,NORTHSIDE,856,51000602,1,,BLACK,MALE,25,NONFATAL,02/04/2010 12:00:00 AM,FEB,,N/A,THU,51000602,02/04/2010 12:00:00 AM,DISTRICT 5,45223
2,66XX MONTGOMERY RD,39.1886549888999,-84.4128634813038,KENNEDY HEIGHTS,2253,139014669,1,"CINC, OH 45213",BLACK,MALE,21,NONFATAL,06/11/2013 12:00:00 AM,JUN,171100,17,TUE,139014669,06/11/2013 05:11:00 PM,DISTRICT 2,45213
3,39XX HERRON AV,39.1580810621836,-84.5522140371467,SOUTH CUMMINSVILLE,768,30910675,1,,BLACK,FEMALE,24,NONFATAL,11/11/2009 12:00:00 AM,NOV,,N/A,WED,30910675,11/11/2009 12:00:00 AM,DISTRICT 3,45223
3,23XX BALTIMORE AV,39.1501448644539,-84.5607507323914,EAST WESTWOOD,2841,149031671,2,"CINCINNATI, OH 45211",BLACK,MALE,18,FATAL,12/13/2014 12:00:00 AM,DEC,123500,12,SAT,149031671,12/13/2014 12:35:00 PM,DISTRICT 3,45225
5,15XX GLEN PARKER AV,39.1704224142565,-84.5412008844059,NORTHSIDE,2803,149027385,1,"CINCINNATI, OH 45223",BLACK,MALE,35,NONFATAL,10/27/2014 12:00:00 AM,OCT,001800,0,MON,149027385,10/27/2014 12:18:00 AM,DISTRICT 5,45223
3,19XX WESTWOOD NORTHERN BV,39.1424783627374,-84.5594161600956,EAST WESTWOOD,792,30911288,1,,UNKNOWN,MALE,42,NONFATAL,11/28/2009 12:00:00 AM,NOV,,N/A,SAT,30911288,11/28/2009 12:00:00 AM,DISTRICT 3,45225
1,18XX REPUBLIC ST,39.1162344518929,-84.5166729400579,OVER-THE-RHINE,361,10805523,1,,BLACK,MALE,42,FATAL,10/31/2008 12:00:00 AM,OCT,,N/A,FRI,10805523,10/31/2008 12:00:00 AM,DISTRICT 1,45202
1,16XX RACE ST,39.1136472550447,-84.5181381609743,OVER-THE-RHINE,546,10901820,3,,BLACK,MALE,33,NONFATAL,05/04/2009 12:00:00 AM,MAY,,N/A,MON,10901820,05/04/2009 12:00:00 AM,DISTRICT 1,45202
C,1XX W CENTRAL PY,39.1070533528762,-84.5157730946465,CBD/RIVERFRONT,2333,139020464,1,"CINC, OH 45220",BLACK,MALE,23,FATAL,08/03/2013 12:00:00 AM,AUG,023800,2,SAT,139020464,08/03/2013 02:38:00 AM,CENTRAL BUSINESS SECTION,45202
1,13XX LINN ST,39.1094948086769,-84.5279781790546,WEST END,3178,159023423,1,"CINCINNATI, OH 45205",BLACK,MALE,25,NONFATAL,08/30/2015 12:00:00 AM,AUG,001500,0,SUN,159023423,08/30/2015 12:15:00 AM,DISTRICT 1,45203
1,X W MCMICKEN AV,39.1166613258109,-84.5173981782683,OVER-THE-RHINE,835,11000009S1,1,"CINC, OH 45219",BLACK,MALE,34,NONFATAL,01/04/2010 12:00:00 AM,JAN,,N/A,MON,11000009S1,01/04/2010 12:00:00 AM,DISTRICT 1,45202
